0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
3219.463,-1405.183,-3460.8447,125.95816,184.92612,5452.61,-1938.4572,-2151.8975,6692.211,2216.3235,807.56903,87.91608,-558.37506,-491.10257,-411.18777,-4265.032,-6358.6157,-6217.9297,-2934.1633,-4569.5635,-3845.6255,3227.236,-2582.4897,2006.491,-9014.837,-7464.11,-4095.4646,-7106.0938,-2256.6025,1143.3486,-2193.2964,-3050.0942,-5063.0635,-5921.513,-9362.306,-2251.8652,1533.8749,901.77997,3479.352,-783.4968,-6924.682,-633.9131,-1332.6453,1318.7012,-3765.9045,1301.6407,-9945.15,-5883.6743,1968.0903,-5326.2603,-2673.5508,-1857.1165,2486.0535,6079.848,-6210.5166,-2519.7622,-7481.5303,1141.0645,-1155.0027,-5511.7314,-955.9686,139.55481,4501.992,772.2943,-2905.1147,-1359.942,-2074.7244,-1976.8335,-3921.788,-2966.712,-6910.0728,877.8721,1852.1714,2486.2964,-1431.7084,-3337.8457,1745.3009,-6865.754,-4628.585,-8459.857,-2939.9597,-4296.9697,3413.8447,2374.561,-1551.966,-6031.791,-2751.3726,-6328.8506,-1188.1023,-8547.229,2058.0688,-6486.0176,1767.5691,-5614.224,-6894.627,-6697.2056,-1800.7665,1425.6111,345.56635,-2849.3494,-1315.4963,-4563.514,-2666.8345,-5023.205,2119.461,2447.0554,-4239.997,2429.9248,-4300.5396,-1828.6626,-319.16815,2526.1716,-4662.601,-1472.4093,-395.20798,2197.2156,-1239.1093,-7040.464,5412.64,-4195.073,1506.6674,-7593.012,2806.5183,-557.64435,-3269.0195,3790.013,-6744.996,-1228.3152
3017.4844,-1336.64,-3239.1865,120.2236,201.52489,5139.2515,-1832.2363,-2030.0557,6284.1914,2083.8567,732.1881,45.497166,-521.47394,-417.58618,-407.0719,-3987.3782,-6029.7256,-5803.641,-2739.9412,-4280.153,-3595.3035,2990.7202,-2484.6675,1944.8323,-8571.995,-7105.121,-3875.316,-6693.2017,-2078.4255,1062.0836,-2107.4504,-2910.2432,-4730.211,-5469.4595,-8859.439,-2130.9282,1445.2097,882.94116,3284.8564,-725.11993,-6483.9966,-656.58545,-1190.0105,1156.5891,-3591.0496,1193.4093,-9323.786,-5522.707,1792.5764,-4961.0815,-2500.2515,-1705.3231,2348.124,5732.987,-5877.6636,-2366.8267,-6990.4854,1015.5712,-1036.8638,-5200.365,-804.7643,158.8219,4263.015,725.34314,-2698.6565,-1279.5752,-1937.0897,-1878.6243,-3704.0251,-2787.3855,-6444.722,833.77966,1749.9619,2367.2576,-1381.0203,-3119.2822,1635.8962,-6423.9336,-4326.8633,-7934.309,-2728.4365,-4021.849,3222.491,2242.0874,-1417.3213,-5694.0654,-2582.5464,-6020.293,-1167.843,-8027.887,1978.728,-6101.2207,1603.6005,-5312.3516,-6509.809,-6309.408,-1674.2914,1324.5416,332.36057,-2736.96,-1209.3069,-4328.9194,-2486.6875,-4686.7725,2026.4452,2263.9324,-4057.1133,2279.6904,-4045.6362,-1739.6167,-295.5882,2406.8208,-4370.792,-1380.8915,-329.16226,2036.2616,-1184.8163,-6533.4653,5106.307,-3941.678,1419.3693,-7170.3003,2642.8171,-506.32593,-3059.584,3562.3816,-6352.294,-1183.8837
