0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,target,cat_id
1990.407470703125,-807.3789672851562,-2156.105712890625,132.9229278564453,163.2401885986328,3453.287109375,-1238.50390625,-1306.2940673828125,4194.31787109375,1402.09326171875,521.1890258789062,64.54594421386719,-317.87054443359375,-322.6783447265625,-250.38275146484375,-2673.067626953125,-3920.498046875,-3887.20654296875,-1795.4482421875,-2883.54443359375,-2401.460205078125,1963.4443359375,-1680.13916015625,1273.851806640625,-5607.8642578125,-4701.19775390625,-2622.67138671875,-4469.4384765625,-1371.626220703125,685.975341796875,-1423.283447265625,-1881.73291015625,-3164.80419921875,-3716.1328125,-5858.505859375,-1399.410888671875,964.2689208984375,587.4554443359375,2182.054931640625,-515.3922119140625,-4283.7724609375,-384.1619873046875,-809.3312377929688,766.0133056640625,-2305.064697265625,811.0645141601562,-6125.49951171875,-3700.8955078125,1237.6751708984375,-3305.173828125,-1649.61376953125,-1127.6329345703125,1580.123291015625,3848.6826171875,-3844.78466796875,-1612.423583984375,-4674.533203125,697.067626953125,-631.3465576171875,-3406.01123046875,-510.21588134765625,76.68753051757812,2871.623291015625,471.87176513671875,-1770.2774658203125,-849.9208984375,-1315.331298828125,-1237.513916015625,-2448.564697265625,-1879.75439453125,-4290.55859375,561.9444580078125,1176.298828125,1585.262939453125,-910.5919189453125,-2092.539306640625,1091.178466796875,-4205.109375,-2892.335205078125,-5282.0478515625,-1846.644775390625,-2709.47216796875,2183.423095703125,1479.8017578125,-928.9613037109375,-3783.29052734375,-1688.367431640625,-3983.9814453125,-745.02734375,-5341.15283203125,1287.781982421875,-4031.8935546875,1099.028564453125,-3581.70263671875,-4242.458984375,-4176.0732421875,-1090.1953125,929.0,267.9504089355469,-1816.0889892578125,-801.0660400390625,-2822.4287109375,-1637.74755859375,-3114.33544921875,1344.8138427734375,1532.081298828125,-2611.958251953125,1537.654052734375,-2683.219482421875,-1136.9722900390625,-209.2864532470703,1668.5770263671875,-2883.90283203125,-913.59521484375,-209.616455078125,1401.446044921875,-744.4464111328125,-4383.34375,3417.178955078125,-2568.1630859375,934.8765258789062,-4744.0908203125,1757.483642578125,-352.4589538574219,-1989.50244140625,2362.19140625,-4255.03515625,-783.4400634765625,-4.107183443700001e-17,0.0027096783742308617,KITTEN,045A
1779.4752197265625,-730.6646728515625,-1981.83154296875,118.03715515136719,130.29124450683594,3132.48974609375,-1090.720703125,-1185.548095703125,3840.194091796875,1317.6881103515625,532.7518920898438,66.26792907714844,-306.947265625,-281.6427917480469,-240.06114196777344,-2431.334716796875,-3653.838134765625,-3498.0732421875,-1686.4580078125,-2664.806396484375,-2202.15869140625,1783.616455078125,-1491.829833984375,1121.871826171875,-5156.603515625,-4261.1171875,-2350.976318359375,-4076.042236328125,-1266.8282470703125,627.3418579101562,-1265.6221923828125,-1721.366943359375,-2877.02197265625,-3403.78271484375,-5391.86181640625,-1283.99658203125,926.7399291992188,526.1552124023438,2016.8804931640625,-478.2352294921875,-3929.0498046875,-394.8599853515625,-771.6455078125,667.7129516601562,-2145.15087890625,738.2642822265625,-5628.91357421875,-3366.12646484375,1063.02685546875,-3061.53271484375,-1493.46875,-1033.20556640625,1450.776611328125,3515.02587890625,-3544.007568359375,-1468.0169677734375,-4268.306640625,652.1212158203125,-604.961181640625,-3115.326416015625,-459.5224304199219,94.07093048095703,2652.456298828125,455.2973327636719,-1663.8001708984375,-777.8922119140625,-1203.522216796875,-1190.325927734375,-2194.151611328125,-1734.613037109375,-3869.503662109375,539.655517578125,1065.418701171875,1436.53564453125,-857.9033203125,-1881.141845703125,995.6550903320312,-3853.358642578125,-2655.4755859375,-4796.68505859375,-1708.763671875,-2517.560791015625,2003.1021728515625,1354.785888671875,-816.0650634765625,-3446.7548828125,-1493.311279296875,-3647.723388671875,-706.4122314453125,-4874.33349609375,1209.9146728515625,-3728.667724609375,1032.58740234375,-3236.3505859375,-3889.118408203125,-3829.7119140625,-1000.8956909179688,849.6266479492188,257.7821044921875,-1652.3170166015625,-736.007568359375,-2586.593994140625,-1505.3851318359375,-2860.836669921875,1233.574951171875,1384.6646728515625,-2394.339111328125,1387.344482421875,-2474.89501953125,-1042.1219482421875,-197.0813751220703,1479.66015625,-2654.529296875,-854.9878540039062,-171.36538696289062,1292.600830078125,-656.8118896484375,-4005.493896484375,3129.96240234375,-2380.101318359375,891.7388305664062,-4304.54443359375,1591.9534912109375,-343.41046142578125,-1841.3765869140625,2128.83544921875,-3869.785888671875,-714.2145385742188,-1.0157359586996113e-16,0.01133541576564312,YOUNG,074A
2432.560546875,-1014.5172119140625,-2672.611572265625,116.56253051757812,136.33436584472656,4197.9189453125,-1484.1766357421875,-1660.462890625,5138.1357421875,1727.7838134765625,693.7188720703125,92.05011749267578,-444.85284423828125,-365.4742431640625,-332.2687683105469,-3262.505859375,-4916.83740234375,-4752.77783203125,-2267.702880859375,-3519.922119140625,-2960.39111328125,2422.400146484375,-2044.3643798828125,1522.89013671875,-7005.87939453125,-5768.7783203125,-3163.218505859375,-5476.5810546875,-1718.034912109375,868.9484252929688,-1713.714599609375,-2342.74853515625,-3878.43359375,-4571.099609375,-7282.619140625,-1734.77880859375,1195.476318359375,694.2056274414062,2733.43994140625,-608.01025390625,-5288.77490234375,-528.8519897460938,-1003.6669921875,884.5250854492188,-2882.715087890625,997.0567626953125,-7622.1787109375,-4585.5048828125,1431.5892333984375,-4135.296875,-2025.349365234375,-1375.5068359375,1900.897216796875,4693.19189453125,-4815.97607421875,-1962.055908203125,-5765.74072265625,856.5664672851562,-870.2686157226562,-4275.7041015625,-656.381591796875,144.81918334960938,3532.952392578125,630.8676147460938,-2219.101318359375,-1047.9677734375,-1619.518798828125,-1601.9718017578125,-3005.880859375,-2332.81689453125,-5235.48681640625,711.9841918945312,1424.914794921875,1913.8607177734375,-1142.0880126953125,-2581.522705078125,1323.351806640625,-5212.88525390625,-3565.673095703125,-6488.76708984375,-2310.683837890625,-3338.2607421875,2646.030029296875,1811.01318359375,-1175.1920166015625,-4645.46240234375,-2030.5509033203125,-4929.3447265625,-948.1043701171875,-6556.431640625,1606.2869873046875,-5023.30029296875,1348.527099609375,-4337.86376953125,-5310.16015625,-5122.17578125,-1359.1583251953125,1112.1671142578125,289.1448669433594,-2230.640625,-1030.952880859375,-3527.227783203125,-2076.152099609375,-3862.8193359375,1638.51708984375,1852.3114013671875,-3272.11962890625,1863.8863525390625,-3282.19580078125,-1438.5103759765625,-274.9767761230469,1931.2122802734375,-3613.924560546875,-1136.328857421875,-270.545654296875,1694.5794677734375,-918.484130859375,-5393.873046875,4196.3212890625,-3238.049072265625,1197.0455322265625,-5802.84228515625,2147.962890625,-418.4864196777344,-2505.849609375,2874.838134765625,-5181.1337890625,-937.1533813476562,-2.8260222445003984e-16,0.0561508908867836,ADULT,083A
1859.45849609375,-819.3264770507812,-2053.323486328125,138.13571166992188,123.16571807861328,3285.91748046875,-1133.6197509765625,-1232.28662109375,4026.409423828125,1359.8006591796875,583.9793090820312,30.993267059326172,-316.3208923339844,-304.129150390625,-258.2377624511719,-2508.6845703125,-3772.29833984375,-3696.75732421875,-1740.1080322265625,-2794.296142578125,-2293.477294921875,1858.2308349609375,-1591.210205078125,1196.2275390625,-5393.4033203125,-4437.48193359375,-2475.14794921875,-4255.265625,-1320.212890625,667.0435180664062,-1337.63232421875,-1756.1568603515625,-2975.49755859375,-3578.274658203125,-5610.658203125,-1317.7625732421875,960.1485595703125,547.7376708984375,2096.875244140625,-516.6817016601562,-4098.42333984375,-396.7601623535156,-836.490966796875,688.3900756835938,-2174.729736328125,772.67138671875,-5956.455078125,-3527.47509765625,1183.11474609375,-3197.03857421875,-1543.1668701171875,-1102.4041748046875,1462.8173828125,3715.090576171875,-3628.876953125,-1541.37744140625,-4459.9111328125,730.3473510742188,-604.624755859375,-3273.883544921875,-546.7883911132812,119.86792755126953,2779.44384765625,475.8392333984375,-1720.7196044921875,-811.72216796875,-1182.2508544921875,-1209.803955078125,-2338.775634765625,-1815.8663330078125,-4123.49951171875,529.4793701171875,1137.154541015625,1480.162841796875,-903.6056518554688,-1969.6219482421875,1065.2803955078125,-3998.9169921875,-2761.268798828125,-5036.5986328125,-1808.0194091796875,-2627.570556640625,2108.886474609375,1421.422607421875,-879.2103271484375,-3644.134765625,-1579.8494873046875,-3772.76220703125,-780.254638671875,-5055.70849609375,1261.5562744140625,-3910.041748046875,1078.32470703125,-3368.344482421875,-4067.32275390625,-3960.646728515625,-996.1033325195312,879.4323120117188,273.630126953125,-1746.3245849609375,-739.3629150390625,-2756.816162109375,-1585.140625,-3008.27783203125,1297.58642578125,1428.7066650390625,-2469.223388671875,1471.368896484375,-2564.7021484375,-1056.7205810546875,-174.7190704345703,1562.4951171875,-2780.689208984375,-873.3363037109375,-187.54150390625,1387.892578125,-675.4758911132812,-4248.60986328125,3279.48876953125,-2493.397705078125,886.6342163085938,-4562.1982421875,1658.769287109375,-325.956298828125,-1953.4713134765625,2194.993408203125,-4064.982666015625,-767.2548828125,9.684924257368387e-17,0.02578282169997692,SENIOR,025A
2897.366943359375,-1229.8150634765625,-3087.69287109375,181.68768310546875,205.27088928222656,5007.39599609375,-1703.6666259765625,-1920.8060302734375,6169.87646484375,2102.755859375,875.9302368164062,11.92296314239502,-491.8787536621094,-436.9311828613281,-350.8774719238281,-3813.3583984375,-5816.08203125,-5579.46630859375,-2646.073486328125,-4158.29248046875,-3454.685302734375,2907.4248046875,-2437.57958984375,1818.0609130859375,-8127.24365234375,-6776.96484375,-3663.988525390625,-6403.4716796875,-1983.9000244140625,1010.2365112304688,-2074.114501953125,-2628.530029296875,-4551.5009765625,-5425.7822265625,-8590.78125,-2061.95947265625,1502.0574951171875,815.1986083984375,3198.147216796875,-780.1879272460938,-6276.322265625,-599.209716796875,-1283.0355224609375,1098.7821044921875,-3374.101318359375,1203.147216796875,-9037.04296875,-5454.78955078125,1765.30419921875,-4914.458984375,-2306.137451171875,-1676.253662109375,2277.978271484375,5660.97021484375,-5589.14013671875,-2384.2158203125,-6846.302734375,1078.116943359375,-956.7117919921875,-5007.962890625,-779.9252319335938,240.82786560058594,4272.0361328125,725.602294921875,-2698.996826171875,-1242.412353515625,-1839.1632080078125,-1885.6265869140625,-3570.648681640625,-2692.522705078125,-6235.72509765625,832.2732543945312,1715.41943359375,2338.599365234375,-1365.9794921875,-3027.672119140625,1631.740966796875,-6108.2763671875,-4199.18798828125,-7664.66943359375,-2788.823486328125,-4013.05029296875,3169.244873046875,2176.689208984375,-1339.463623046875,-5545.09375,-2470.90673828125,-5767.38037109375,-1141.4793701171875,-7762.56201171875,1872.1427001953125,-5901.1337890625,1718.1973876953125,-5192.2998046875,-6175.24560546875,-6045.654296875,-1505.1898193359375,1362.8031005859375,441.85955810546875,-2636.713623046875,-1164.610595703125,-4177.51904296875,-2384.6064453125,-4569.8330078125,1953.2437744140625,2199.7978515625,-3808.4404296875,2235.764892578125,-3889.821533203125,-1603.060302734375,-279.09906005859375,2348.610107421875,-4270.11865234375,-1306.4844970703125,-330.0002136230469,2072.8798828125,-1094.6082763671875,-6526.73046875,4979.93017578125,-3794.359130859375,1389.2222900390625,-6844.44677734375,2477.72119140625,-459.8408203125,-2882.19677734375,3380.7509765625,-6164.2802734375,-1135.3016357421875,4.2519179666495357e-17,0.0556606724858284,SENIOR,025A
2075.973388671875,-891.2518310546875,-2227.7998046875,146.52760314941406,154.7207794189453,3622.587158203125,-1252.4114990234375,-1370.3299560546875,4468.0048828125,1503.1651611328125,625.2678833007812,46.07536697387695,-346.16668701171875,-256.6014709472656,-270.23834228515625,-2743.486328125,-4253.63671875,-4046.90576171875,-1906.29296875,-3009.509521484375,-2496.566650390625,2045.686279296875,-1761.31005859375,1326.07275390625,-5991.4365234375,-4944.46728515625,-2698.769287109375,-4640.01171875,-1413.3232421875,725.0816040039062,-1517.051513671875,-1962.163330078125,-3286.123046875,-3900.446533203125,-6275.6142578125,-1458.9552001953125,1080.4068603515625,610.7630615234375,2335.966064453125,-566.1000366210938,-4519.88330078125,-463.4606628417969,-866.6461181640625,759.7830200195312,-2509.6669921875,845.6307373046875,-6496.8623046875,-3904.2568359375,1260.982421875,-3555.622314453125,-1696.2716064453125,-1184.5665283203125,1670.796875,4101.12353515625,-4091.5322265625,-1700.2236328125,-4928.92041015625,772.404052734375,-679.8801879882812,-3606.020263671875,-529.7290649414062,157.5265350341797,3105.997802734375,526.5602416992188,-1909.5499267578125,-899.0153198242188,-1335.6673583984375,-1412.4793701171875,-2590.140380859375,-1965.38623046875,-4486.66650390625,627.3575439453125,1228.576904296875,1675.2333984375,-1021.353271484375,-2179.837890625,1145.9849853515625,-4424.0947265625,-3069.238037109375,-5520.20068359375,-1986.163818359375,-2883.40185546875,2321.874755859375,1553.461669921875,-926.0908813476562,-3979.498291015625,-1747.83251953125,-4224.1708984375,-871.69677734375,-5619.798828125,1395.3021240234375,-4292.017578125,1160.099609375,-3720.967041015625,-4486.4599609375,-4397.56640625,-1118.5672607421875,975.2385864257812,309.83154296875,-1947.2630615234375,-854.5662841796875,-3036.959228515625,-1705.0657958984375,-3258.66796875,1404.5567626953125,1575.8363037109375,-2771.338134765625,1622.9781494140625,-2813.0302734375,-1185.7130126953125,-213.38360595703125,1727.7196044921875,-3054.186767578125,-965.244140625,-165.79385375976562,1483.248046875,-790.506103515625,-4639.00390625,3638.43896484375,-2726.08837890625,1026.3499755859375,-4999.35205078125,1811.827392578125,-343.8248291015625,-2066.766357421875,2438.74365234375,-4484.630859375,-839.0475463867188,-2.527529013508335e-16,0.0019983332604169846,ADULT,000A
2413.956787109375,-971.5391845703125,-2614.619873046875,134.16322326660156,212.7335968017578,4179.55810546875,-1485.7694091796875,-1552.18359375,5085.423828125,1706.3187255859375,610.620361328125,30.95083236694336,-393.33642578125,-434.6663818359375,-280.45916748046875,-3243.79296875,-4787.68115234375,-4682.22607421875,-2221.810546875,-3523.931396484375,-2904.27490234375,2331.433349609375,-2010.685791015625,1514.167236328125,-6801.123046875,-5673.32275390625,-3184.158447265625,-5392.4140625,-1713.3336181640625,783.5535278320312,-1751.5162353515625,-2199.6015625,-3809.273681640625,-4488.9794921875,-7084.5615234375,-1709.7977294921875,1186.723876953125,698.6135864257812,2616.84765625,-709.275146484375,-5210.91845703125,-506.8193054199219,-1033.867431640625,863.5244750976562,-2828.37353515625,978.8912353515625,-7411.60205078125,-4493.97021484375,1484.327392578125,-4042.778564453125,-1966.782958984375,-1428.375244140625,1914.0623779296875,4659.12646484375,-4658.69287109375,-1968.1009521484375,-5630.76171875,853.7865600585938,-758.7071533203125,-4111.27099609375,-601.5438842773438,141.44119262695312,3520.852294921875,550.2647094726562,-2176.134521484375,-1032.4764404296875,-1628.5169677734375,-1543.5401611328125,-2908.50439453125,-2262.59765625,-5153.94287109375,678.8076782226562,1398.08837890625,1940.09375,-1141.23291015625,-2564.564697265625,1333.0098876953125,-5066.72119140625,-3508.148681640625,-6377.91552734375,-2278.9287109375,-3289.578369140625,2641.022216796875,1786.215087890625,-1048.687744140625,-4572.97509765625,-2095.95556640625,-4807.0546875,-939.6828002929688,-6486.02880859375,1575.6820068359375,-4907.232421875,1414.3271484375,-4306.82080078125,-5091.41796875,-5134.37109375,-1283.165771484375,1134.8511962890625,345.54248046875,-2220.97509765625,-972.9474487304688,-3389.103759765625,-1989.8148193359375,-3783.049072265625,1646.571533203125,1845.5030517578125,-3180.925048828125,1861.482177734375,-3269.5986328125,-1359.9171142578125,-248.35299682617188,2000.52978515625,-3490.518310546875,-1102.7591552734375,-245.74325561523438,1705.5606689453125,-934.2484130859375,-5389.7158203125,4124.63427734375,-3056.81298828125,1129.6343994140625,-5667.08447265625,2082.225830078125,-420.85260009765625,-2389.57666015625,2873.037353515625,-5160.8154296875,-979.8442993164062,4.2519179666495357e-17,0.002607791218906641,KITTEN,042A
2148.2109375,-900.2601928710938,-2391.16796875,107.51885986328125,104.97178649902344,3715.36181640625,-1299.96044921875,-1475.9925537109375,4560.58251953125,1528.0577392578125,612.8151245117188,109.91888427734375,-400.14166259765625,-296.388916015625,-292.64031982421875,-2883.428955078125,-4348.427734375,-4205.0107421875,-1997.824462890625,-3073.615966796875,-2636.65087890625,2189.010009765625,-1784.393798828125,1335.38427734375,-6229.02392578125,-5110.02099609375,-2802.97314453125,-4830.4521484375,-1494.2705078125,778.2565307617188,-1503.9859619140625,-2092.005859375,-3452.871337890625,-4097.87841796875,-6427.50830078125,-1528.458984375,1094.408447265625,601.11962890625,2422.568359375,-512.9085083007812,-4709.072265625,-456.6657409667969,-893.8853759765625,855.4426879882812,-2525.588134765625,879.3304443359375,-6790.66015625,-4054.3935546875,1254.9593505859375,-3664.719970703125,-1792.108642578125,-1185.48046875,1666.962646484375,4154.67041015625,-4279.1220703125,-1730.6422119140625,-5126.25732421875,750.0463256835938,-811.3015747070312,-3760.47265625,-610.4370727539062,86.91026306152344,3132.700439453125,551.766357421875,-1943.25390625,-927.1680908203125,-1408.5589599609375,-1391.72900390625,-2676.540771484375,-2088.529296875,-4663.4794921875,628.5839233398438,1252.3466796875,1673.02880859375,-992.5527954101562,-2254.75830078125,1182.525390625,-4608.66064453125,-3171.323974609375,-5760.26513671875,-2034.6202392578125,-2959.40576171875,2338.988037109375,1600.377685546875,-1100.7196044921875,-4108.23876953125,-1784.1878662109375,-4409.48681640625,-802.1620483398438,-5795.5263671875,1394.9862060546875,-4442.7294921875,1187.7802734375,-3862.64599609375,-4711.4697265625,-4532.35693359375,-1230.9898681640625,982.663818359375,247.26251220703125,-1944.757568359375,-891.9013671875,-3112.0439453125,-1859.3167724609375,-3436.15576171875,1443.2752685546875,1656.8861083984375,-2907.829833984375,1638.334228515625,-2915.3388671875,-1256.7288818359375,-249.83673095703125,1715.314697265625,-3200.17919921875,-1004.9281005859375,-239.72140502929688,1505.92041015625,-782.002197265625,-4739.89892578125,3722.744384765625,-2891.407470703125,1058.688232421875,-5116.49658203125,1913.7603759765625,-377.8743591308594,-2223.660400390625,2540.55419921875,-4570.6337890625,-783.7914428710938,0.0,0.06895825266838074,YOUNG,086A
3184.514892578125,-1292.1021728515625,-3552.71533203125,159.11083984375,157.24949645996094,5578.25244140625,-1977.7484130859375,-2218.585693359375,6863.6533203125,2279.873291015625,963.5083618164062,118.48673248291016,-572.5853271484375,-427.89239501953125,-413.712158203125,-4292.17138671875,-6430.25927734375,-6291.21630859375,-2994.40625,-4584.7685546875,-3904.690185546875,3290.868896484375,-2655.640380859375,2013.939208984375,-9240.40625,-7714.888671875,-4184.8251953125,-7244.9501953125,-2263.278076171875,1196.8896484375,-2243.317138671875,-3137.8896484375,-5145.47705078125,-6148.71240234375,-9584.53515625,-2307.2333984375,1675.639892578125,936.4458618164062,3607.5654296875,-752.8871459960938,-7053.64404296875,-601.783203125,-1286.021484375,1317.117919921875,-3838.051513671875,1294.5107421875,-10122.9912109375,-6014.41064453125,1903.8558349609375,-5475.6708984375,-2692.29296875,-1791.6297607421875,2491.80078125,6208.53466796875,-6356.0205078125,-2626.45556640625,-7604.2802734375,1162.325927734375,-1178.9720458984375,-5592.5791015625,-893.37353515625,191.3291015625,4701.9375,840.32763671875,-2933.982666015625,-1388.91650390625,-2111.35498046875,-2080.6396484375,-4023.375244140625,-3098.107666015625,-6997.6240234375,930.11376953125,1879.383544921875,2472.535888671875,-1456.9796142578125,-3360.78271484375,1758.96044921875,-6916.8623046875,-4753.00830078125,-8633.8818359375,-3090.34765625,-4445.68505859375,3515.407958984375,2407.535400390625,-1626.44677734375,-6153.5537109375,-2643.6748046875,-6533.521484375,-1266.7552490234375,-8668.0869140625,2106.749755859375,-6566.32666015625,1836.2017822265625,-5724.07470703125,-7042.31884765625,-6794.5244140625,-1829.8404541015625,1494.8226318359375,416.27618408203125,-2921.35595703125,-1334.9940185546875,-4689.91064453125,-2749.3359375,-5167.8837890625,2161.3486328125,2459.302490234375,-4315.8203125,2457.462890625,-4324.8447265625,-1910.790771484375,-356.91656494140625,2607.111083984375,-4802.00927734375,-1471.3253173828125,-336.6972961425781,2218.2216796875,-1197.4049072265625,-7133.3896484375,5594.6142578125,-4335.7734375,1649.40283203125,-7677.0751953125,2873.748779296875,-554.6764526367188,-3332.30810546875,3783.409423828125,-6876.41845703125,-1223.9185791015625,3.532527805625498e-16,0.056040823459625244,YOUNG,086A
1979.1265869140625,-842.3375854492188,-2188.99365234375,89.80241394042969,113.60420227050781,3417.447265625,-1172.6441650390625,-1351.531005859375,4208.4931640625,1417.6553955078125,595.4242553710938,61.40367889404297,-375.5269775390625,-264.6292724609375,-276.14990234375,-2638.889404296875,-4062.208984375,-3839.632080078125,-1869.406982421875,-2857.774658203125,-2436.05908203125,2001.615966796875,-1682.372802734375,1244.27099609375,-5766.6611328125,-4724.13720703125,-2520.76904296875,-4445.1767578125,-1380.2337646484375,725.55712890625,-1399.19677734375,-1926.084228515625,-3158.85302734375,-3758.224609375,-5949.154296875,-1413.265625,1008.5481567382812,567.3077392578125,2251.988037109375,-474.0005798339844,-4334.13232421875,-434.1317443847656,-814.85205078125,749.8841552734375,-2367.152587890625,811.6671142578125,-6243.4287109375,-3691.806396484375,1155.5570068359375,-3394.249267578125,-1647.10107421875,-1112.6865234375,1548.400390625,3851.079833984375,-3955.180419921875,-1606.0042724609375,-4696.1357421875,693.4554443359375,-737.4102783203125,-3493.892822265625,-517.156005859375,124.53362274169922,2916.299072265625,531.6240234375,-1834.105712890625,-857.591552734375,-1305.7313232421875,-1330.643798828125,-2465.165771484375,-1900.1820068359375,-4289.47314453125,620.8872680664062,1165.04443359375,1569.62744140625,-940.1284790039062,-2079.510498046875,1083.868896484375,-4260.814453125,-2928.754638671875,-5275.8427734375,-1881.7508544921875,-2724.569580078125,2170.305419921875,1490.7939453125,-975.1024169921875,-3771.565185546875,-1648.872802734375,-4084.495849609375,-776.785888671875,-5390.6728515625,1322.36865234375,-4068.069091796875,1110.171630859375,-3523.883056640625,-4356.052734375,-4191.4580078125,-1108.7391357421875,905.2717895507812,250.2427978515625,-1814.9803466796875,-827.4130249023438,-2900.295166015625,-1680.90234375,-3153.2900390625,1339.7095947265625,1513.9178466796875,-2684.533447265625,1507.87841796875,-2688.9453125,-1173.4671630859375,-230.29782104492188,1565.6396484375,-2957.856201171875,-926.1808471679688,-211.4022674560547,1383.64208984375,-745.485107421875,-4383.7626953125,3442.412353515625,-2691.689208984375,991.1325073242188,-4730.26708984375,1762.00048828125,-330.0260925292969,-2058.98046875,2332.782958984375,-4195.17578125,-743.1257934570312,6.055761952500853e-17,0.030054401606321335,ADULT,083A
